TransactionID,VendorName,Category,CostCentre,Amount,ContractRate,Date,Currency
AP-10886,KPMG,Consulting,CC-106 Legal,3886.95,6125.48,2024-11-05,INR
AP-10887,SAP SE,Cloud,CC-101 Finance,12186.61,17376.32,2024-08-27,EUR
AP-10888,IBM Ltd,Hardware,CC-104 HR,33069.63,38141.2,2024-06-14,USD
AP-10889,Amazon Web Services,Hardware,CC-101 Finance,27959.86,38141.2,2024-01-31,USD
AP-10890,Tata Consultancy,Cloud,CC-104 HR,24205.27,17376.32,2024-04-12,EUR
AP-10891,SAP SE,Cloud,CC-106 Legal,11425.78,17376.32,2024-08-08,INR
AP-10892,Cisco Systems,Consulting,CC-104 HR,3928.36,6125.48,2024-02-07,INR
AP-10893,Adobe Systems,Hardware,CC-104 HR,46883.87,38141.2,2024-11-30,EUR
AP-10894,Accenture,Marketing,CC-103 IT,33045.34,45148.08,2024-07-19,EUR
AP-10895,ACCENTURE,Legal,CC-104 HR,7941.77,8912.25,2024-02-05,EUR
AP-10896,McKinsey & Co,IT Services,CC-104 HR,31315.13,33774.21,2024-09-03,INR
AP-10897,Adobe Systems,Facilities,CC-103 IT,26951.84,35451.48,2024-11-19,EUR
AP-10898,IBM India,Facilities,CC-101 Finance,32054.56,35451.48,2024-05-28,EUR
AP-10899,KPMG,Cloud,CC-105 Marketing,20688.52,17376.32,2024-04-07,USD
AP-10900,SAP SE,Consulting,CC-106 Legal,4867.32,6125.48,2024-11-19,USD
AP-10901,KPMG,Cloud,CC-101 Finance,15428.36,17376.32,2024-10-30,INR
AP-10902,Salesforce,Marketing,CC-101 Finance,38708.3,45148.08,2024-09-12,EUR
AP-10903,Google Cloud,IT Services,CC-101 Finance,24827.0,33774.21,2024-01-22,USD
AP-10904,Wipro Ltd,Legal,CC-106 Legal,7260.14,8912.25,2024-10-23,INR
AP-10905,IBM,Cloud,CC-104 HR,13701.02,17376.32,2024-11-12,INR
AP-10906,McKinsey & Co,Cloud,CC-101 Finance,10773.03,17376.32,2024-06-06,INR
AP-10907,Google Cloud,Cloud,CC-105 Marketing,23248.47,17376.32,2024-02-28,USD
AP-10908,Cisco Systems,Software Licenses,CC-101 Finance,11591.54,15044.48,2024-12-13,USD
AP-10909,HCL Technologies,Consulting,CC-106 Legal,4011.77,6125.48,2024-04-19,INR
AP-10910,Adobe Systems,Cloud,CC-103 IT,20037.05,17376.32,2024-07-31,INR
AP-10911,Cognizant,Cloud,CC-104 HR,14470.9,17376.32,2024-03-09,INR
AP-10912,Cisco Systems,Marketing,CC-102 Operations,55332.08,45148.08,2024-01-04,INR
AP-10913,Amazon Web Services,Hardware,CC-104 HR,34971.52,38141.2,2024-08-31,EUR
AP-10914,Oracle Corporation,Cloud,CC-106 Legal,13556.44,17376.32,2024-05-02,INR
AP-10915,Cisco Systems,IT Services,CC-105 Marketing,27017.85,33774.21,2024-02-15,EUR
AP-10916,Infosys,Facilities,CC-104 HR,40418.84,35451.48,2024-03-01,EUR
AP-10917,Wipro Limited,Software Licenses,CC-104 HR,12994.38,15044.48,2024-05-21,INR
AP-10918,KPMG,Consulting,CC-102 Operations,6048.48,6125.48,2024-08-30,USD
AP-10919,AWS,IT Services,CC-101 Finance,24115.66,33774.21,2024-08-10,USD
AP-10920,HCL Technologies,Legal,CC-101 Finance,9605.94,8912.25,2024-10-02,INR
AP-10921,Amazon Web Services,Legal,CC-105 Marketing,12159.22,8912.25,2024-08-15,EUR
AP-10922,Adobe Systems,Facilities,CC-104 HR,30869.06,35451.48,2024-06-15,INR
AP-10923,Wipro Limited,Software Licenses,CC-101 Finance,11509.6,15044.48,2024-04-12,USD
AP-10924,McKinsey & Co,Consulting,CC-104 HR,3808.43,6125.48,2024-08-11,INR
AP-10925,KPMG,Legal,CC-102 Operations,5833.62,8912.25,2024-04-09,EUR
AP-10926,Cognizant,Hardware,CC-102 Operations,23374.37,38141.2,2024-10-18,INR
AP-10927,Tata Consultancy,Cloud,CC-101 Finance,13613.16,17376.32,2024-03-28,USD
AP-10928,McKinsey & Co,Hardware,CC-105 Marketing,35006.99,38141.2,2024-11-09,INR
AP-10929,Adobe Systems,Software Licenses,CC-101 Finance,12166.58,15044.48,2024-04-20,EUR
AP-10930,Salesforce,Legal,CC-103 IT,10744.23,8912.25,2024-05-06,INR
AP-10931,HCL Technologies,Marketing,CC-105 Marketing,43838.42,45148.08,2024-03-17,EUR
AP-10932,ACCENTURE,IT Services,CC-101 Finance,30173.56,33774.21,2024-09-15,INR
AP-10933,Microsoft,Marketing,CC-104 HR,39669.88,45148.08,2024-02-20,USD
AP-10934,Salesforce,Software Licenses,CC-101 Finance,9101.45,15044.48,2024-07-27,INR
AP-10935,Oracle,Hardware,CC-102 Operations,24268.93,38141.2,2024-09-02,EUR
AP-10936,Infosys,Cloud,CC-106 Legal,14390.24,17376.32,2024-10-25,INR
AP-10937,Google Cloud,Legal,CC-102 Operations,6792.42,8912.25,2024-07-08,EUR
AP-10938,Google Cloud,IT Services,CC-106 Legal,46060.18,33774.21,2024-06-19,EUR
AP-10939,Deloitte & Co,Marketing,CC-103 IT,38150.15,45148.08,2024-10-21,INR
AP-10940,IBM India,IT Services,CC-105 Marketing,29378.87,33774.21,2024-01-27,INR
AP-10941,SAP SE,Facilities,CC-104 HR,26454.9,35451.48,2024-03-30,EUR
AP-10942,Workday,Consulting,CC-105 Marketing,4176.87,6125.48,2024-06-20,INR
AP-10943,Workday,Consulting,CC-106 Legal,5976.38,6125.48,2024-10-24,EUR
AP-10944,KPMG,Software Licenses,CC-103 IT,10635.59,15044.48,2024-12-14,USD
AP-10945,Tata Consultancy,IT Services,CC-101 Finance,26376.45,33774.21,2024-09-13,EUR
AP-10946,WIPRO,Hardware,CC-104 HR,35088.44,38141.2,2024-12-20,INR
AP-10947,KPMG,Legal,CC-101 Finance,12167.91,8912.25,2024-05-27,INR
AP-10948,Wipro Ltd,Hardware,CC-101 Finance,30456.95,38141.2,2024-04-14,EUR
AP-10949,Accenture Limited,Marketing,CC-106 Legal,29473.16,45148.08,2024-06-26,USD
AP-10950,Google Cloud,IT Services,CC-103 IT,20562.23,33774.21,2024-04-28,EUR
AP-10951,HCL Technologies,Marketing,CC-105 Marketing,38756.04,45148.08,2024-06-16,USD
AP-10952,Adobe Systems,Legal,CC-104 HR,5817.75,8912.25,2024-06-05,INR
AP-10953,Tata Consultancy,Software Licenses,CC-104 HR,10760.69,15044.48,2024-01-25,INR
AP-10954,Cognizant,Hardware,CC-104 HR,32322.84,38141.2,2024-03-23,EUR
AP-10955,Workday,Hardware,CC-102 Operations,35689.97,38141.2,2024-12-20,EUR
AP-10956,Oracle Corporation,Software Licenses,CC-101 Finance,17566.73,15044.48,2024-03-05,USD
AP-10957,Tata Consultancy,Facilities,CC-102 Operations,31298.47,35451.48,2024-12-06,USD
AP-10958,Cognizant,Cloud,CC-103 IT,17205.79,17376.32,2024-09-30,USD
AP-10959,Wipro,Marketing,CC-104 HR,44205.19,45148.08,2024-06-12,INR
AP-10960,Accenture Limited,Hardware,CC-104 HR,37677.49,38141.2,2024-10-20,EUR
AP-10961,ORACLE CORP,Facilities,CC-106 Legal,43351.97,35451.48,2024-01-21,INR
AP-10962,Workday,Consulting,CC-103 IT,7779.1,6125.48,2024-04-22,USD
AP-10963,Cognizant,Consulting,CC-103 IT,7828.65,6125.48,2024-10-25,EUR
AP-10964,McKinsey & Co,Hardware,CC-102 Operations,47411.81,38141.2,2024-08-16,EUR
AP-10965,IBM Ltd,Software Licenses,CC-104 HR,12667.92,15044.48,2024-01-29,EUR
AP-10966,Cognizant,Marketing,CC-102 Operations,34811.71,45148.08,2024-07-16,USD
AP-10967,Accenture Limited,Facilities,CC-103 IT,27589.42,35451.48,2024-10-14,INR
AP-10968,KPMG,Legal,CC-106 Legal,8212.41,8912.25,2024-05-27,INR
AP-10969,Microsoft,Marketing,CC-102 Operations,37887.11,45148.08,2024-03-14,INR
AP-10970,Infosys,Legal,CC-105 Marketing,5583.05,8912.25,2024-10-29,USD
AP-10971,IBM,Marketing,CC-106 Legal,34574.65,45148.08,2024-10-11,USD
AP-10972,Adobe Systems,Cloud,CC-102 Operations,13079.29,17376.32,2024-10-10,USD
AP-10973,Deloitte & Co,Hardware,CC-104 HR,29955.36,38141.2,2024-01-14,INR
AP-10974,Oracle,Hardware,CC-106 Legal,30094.03,38141.2,2024-11-30,EUR
AP-10975,Infosys,Marketing,CC-102 Operations,39510.77,45148.08,2024-05-05,INR
AP-10976,Wipro Limited,Legal,CC-101 Finance,6636.99,8912.25,2024-09-03,EUR
AP-10977,Microsoft,Hardware,CC-106 Legal,37748.48,38141.2,2024-03-02,USD
AP-10978,ServiceNow,IT Services,CC-103 IT,21054.98,33774.21,2024-06-12,USD
AP-10979,Oracle,Cloud,CC-101 Finance,13341.64,17376.32,2024-07-01,INR
AP-10980,Infosys,Hardware,CC-105 Marketing,24056.82,38141.2,2024-04-09,EUR
AP-10981,Amazon Web Services,Cloud,CC-105 Marketing,12623.62,17376.32,2024-12-16,USD
AP-10982,Tata Consultancy,Facilities,CC-101 Finance,26257.2,35451.48,2024-03-14,INR
AP-10983,Oracle,Facilities,CC-104 HR,34329.9,35451.48,2024-03-24,INR
AP-10984,KPMG,Cloud,CC-105 Marketing,11735.39,17376.32,2024-10-13,EUR
AP-10985,ServiceNow,Consulting,CC-104 HR,3862.48,6125.48,2024-03-08,INR
AP-10986,Salesforce,Facilities,CC-103 IT,23242.19,35451.48,2024-08-14,EUR
AP-10987,ServiceNow,Facilities,CC-102 Operations,21678.72,35451.48,2024-03-01,INR
AP-10988,Oracle Corporation,Software Licenses,CC-103 IT,9810.31,15044.48,2024-02-10,USD
AP-10989,Wipro,IT Services,CC-104 HR,20838.92,33774.21,2024-02-25,INR
AP-10990,ServiceNow,IT Services,CC-104 HR,38706.06,33774.21,2024-02-03,USD
AP-10991,Accenture,Consulting,CC-105 Marketing,5883.34,6125.48,2024-04-04,EUR
AP-10992,Cognizant,IT Services,CC-101 Finance,30345.43,33774.21,2024-05-22,EUR
AP-10993,Cognizant,Facilities,CC-102 Operations,32343.12,35451.48,2024-11-09,INR
AP-10994,ServiceNow,Consulting,CC-101 Finance,5545.38,6125.48,2024-09-27,INR
AP-10995,KPMG,Hardware,CC-102 Operations,31079.38,38141.2,2024-02-20,INR
AP-10996,ServiceNow,Legal,CC-103 IT,6007.3,8912.25,2024-12-10,INR
AP-10997,Amazon AWS,Marketing,CC-104 HR,31198.3,45148.08,2024-02-27,USD
AP-10998,WIPRO,Consulting,CC-105 Marketing,5543.0,6125.48,2024-12-26,USD
AP-10999,Workday,IT Services,CC-101 Finance,21827.9,33774.21,2024-05-25,USD
